Head,HeadName,SameHeadStartFlag,Programme No.,Programme Name,Sector,2013-14-Actual,"2014-15
(Original)
($m)","2014-15
(Revised)
($m)","2015-16
(Estimate)
($m)"
170,Social Welfare Department,0,4,Rehabilitation and Medical Social Services,Government sector,699.8,529.4,531.6,550.7
170,Social Welfare Department,0,4,Rehabilitation and Medical Social Services,Subvented/private sectors,3750.6,4522.2,4515.6,4978.1
170,Social Welfare Department,0,5,Services for Offenders,Government sector,272.1,284.8,286.2,296
170,Social Welfare Department,0,5,Services for Offenders,Subvented sector,61.7,63.3,66.9,67.6
170,Social Welfare Department,0,6,Community Development,Government sector,4.5,4.5,4.7,4.7
170,Social Welfare Department,0,6,Community Development,Subvented sector,171.1,165.7,172.8,173.3
170,Social Welfare Department,0,7,Young People,Government sector,52.1,55.3,53.1,73.3
170,Social Welfare Department,0,7,Young People,Subvented sector,1799.4,1682.6,1752.1,1779.2
173,Working Family and Student Financial Assistance Agency,1,1,Student Assistance Scheme,,4917.4,5380.6,5016.8,5377.4
173,Working Family and Student Financial Assistance Agency,0,2,Low-income Working Family Allowance,,0,0,5.1,177.9
174,Joint Secretariat for the Advisory Bodies on Civil Service and Judicial Salaries and Conditions of Service,1,1,Secretariat services for the following advisory bodies¡X¡E Standing Commission on Civil Service Salaries and Conditions of Service¡E Standing Committee on Disciplined Services Salaries and Conditions of Service¡E Standing Committee on Directorate Salaries and Conditions of Service¡E Standing Committee on Judicial Salaries and Conditions of Service¡E Advisory Committee on Post-service Employment of Civil Servants,,30.3,29.7,31.5,29.2
180,Office for Film- Newspaper and Article Administration,1,1,"Film Classification, Control of Obscene and Indecent Articles and Newspaper Registration",,39.9,43.8,43.5,45.4
181,Trade and Industry Department,1,1,Commercial Relations,,103.1,105.2,110.1,113.9
181,Trade and Industry Department,0,2,Trade Support and Facilitation,,124.3,124.7,126.3,123.3
181,Trade and Industry Department,0,3,Support for Small and Medium Enterprises and Industries,,575.7,598.6,581.4,593.9
186,Transport Department,1,1,Planning and Development,,307.2,310.3,332.5,374.5
186,Transport Department,0,2,Licensing of Vehicles and Drivers,,290.6,327,315.7,346.8
186,Transport Department,0,3,District Traffic and Transport Services,,412.4,437,448.3,489.1
186,Transport Department,0,4,Management of Transport Services,,262.8,302.2,269.6,318.3
186,Transport Department,0,5,Transport Services for Persons with Disabilities and Public Transport Fare Concession Scheme for the Elderly and Eligible Persons with Disabilities,,579.7,686.5,673.5,1005.5
188,Treasury,1,1,"Central Accounting, Collections and Payments",,128.6,134.2,130.5,133.2
188,Treasury,0,2,"Payment of Salaries, Pensions and Benefits",,114.2,115.6,118.6,116.9
188,Treasury,0,3,Accounting and Financial Information Systems,,92.5,112.2,113.1,113.5
188,Treasury,0,4,Management of Funds,,6.6,7.4,7.4,7.5
190,University Grants Committee,1,1,University Grants Committee,,15656.8,15601.7,16386.3,16988.1
194,Water Supplies Department,1,1,Water Supply: Planning and Distribution,,6260.7,6483.8,6546,6924.6
194,Water Supplies Department,0,2,Water Quality Control,,164.7,165.9,173,176.1
194,Water Supplies Department,0,3,Customer Services,,448.1,446.2,456.5,464.1
